0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,,,,,
Bis-Mercaptopropyl Dimethicone,Bis-Mercaptopropyl Dimethicone,,Low risk,Low risk,Solvent,Bis-Mercaptopropyl Dimethicone is the silicone polymer.,CosIng,0,1-100%,1-100%,1-50%,,,,0.0,0.0,0.0,0.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,SOLVENT
Bis-Methoxy Peg-10 Dimethyl Mea/Hdi/Bis-Peg-10 Dimethicone Copolymer,Bis-Methoxy Peg-10 Dimethyl Mea/Hdi/Bis-Peg-10 Dimethicone Copolymer,,Low risk,Low risk,Emollient,,CosIng Inventory,0,1-100%,1-100%,1-50%,,,,0.0,0.2,-0.2,0.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.0,,0.0,,0.0,,0.0,,0.2,,0.2,,0.0,,0.0,,0.0,,0.0,,0.0,,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,"Emollient, Emulsifier"
Bis-Methoxy Peg-114 Polycaprolactone Diol/Ipdi Copolymer,Bis-Methoxy Peg-114 Polycaprolactone Diol/Ipdi Copolymer,,Low risk,Low risk,Emulsifier,,CosIng Inventory,0,1-8%,1-8%,1-4%,,,,0.0,0.0,0.0,0.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Emulsifier
Bis-Methoxy Peg-10 Poly(Tetramethylxylene Diisocyanate),Bis-Methoxy Peg-10 Poly(Tetramethylxylene Diisocyanate),,Low risk,Low risk,Thickener,"Bis-Methoxy PEG-10 Poly(Tetramethylxylene Diisocyanate) is a polymer of tetramethylxylene diisocyanate, end-capped with methoxy PEG-10.",CosIng,0,0.1-3%,0.1-3%,0.1-1%,,,,0.0,0.0,0.0,0.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,"BINDING, HAIR CONDITIONING, SKIN CONDITIONING"
Bis-Methoxy Peg-13 Peg-438/Ppg-110 Smdi Copolymer,Bis-Methoxy Peg-13 Peg-438/Ppg-110 Smdi Copolymer,,Low risk,Low risk,Emulsifier,,CosIng Inventory,0,1-8%,1-8%,1-4%,,,,0.0,0.0,0.0,0.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Emulsifier
Bis-Methoxy Peg-13 Peg-502/Ppg-57/Smdi Copolymer,Bis-Methoxy Peg-13 Peg-502/Ppg-57/Smdi Copolymer,,Low risk,Low risk,Emulsifier,,CosIng Inventory,0,1-8%,1-8%,1-4%,,,,0.0,0.0,0.0,0.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Emulsifier
Bis-Methoxy Peg-15/Ppg-4 Dimethicone,Bis-Methoxy Peg-15/Ppg-4 Dimethicone,,Low risk,Low risk,Emollient,,CosIng Inventory,0,1-100%,1-100%,1-50%,,,,0.0,0.2,-0.2,0.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.0,,0.0,,0.0,,0.0,,0.2,,0.2,,0.0,,0.0,,0.0,,0.0,,0.0,,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,"Emollient, Emulsifier"
Bis-Methoxy Peg-40 Polyepsilon Caprolactone,Bis-Methoxy Peg-40 Polyepsilon Caprolactone,,Low risk,Low risk,Emulsifier,Bis-Methoxy PEG-40 Polyepsilon Caprolactone,CosIng,0,1-8%,1-8%,1-4%,,,,0.0,0.0,0.0,0.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,"SURFACTANT - EMULSIFYING, SURFACTANT - CLEANSING"
Bis-Octyldodecyl Dimer Dilinoleate/Propanediol Copolymer,Bis-Octyldodecyl Dimer Dilinoleate/Propanediol Copolymer,,Low risk,Low,Emollient,,CosIng Inventory,0,1-100%,1-100%,1-50%,,,,0.2,0.0,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.0,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.0,,0.2,,0.2,1.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,,,,,,,"Emollient, Humectant, Solvent"
Bis-Octyldodecyl/Stearyl Hydrogenated Dimer Dilinoleic Acid/Propanediol Copolymer,Bis-Octyldodecyl/Stearyl Hydrogenated Dimer Dilinoleic Acid/Propanediol Copolymer,,Low risk,Low risk,Humectant,,CosIng Inventory,0,1-20%,1-20%,1-10%,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.0,,0.2,,0.2,,0.0,,0.2,,0.2,,0.2,,0.2,,0.0,,0.2,,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,,,,,,,"Humectant, Solvent"
Bis-Pca Dimethicone,Bis-Pca Dimethicone,,Low risk,Low,Emollient,,CosIng Inventory,0,1-100%,1-100%,1-50%,,,,0.2,0.2,-0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.0,,0.0,,0.2,,0.0,,0.2,,0.2,,0.2,,0.0,,0.0,,0.0,,0.0,,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Emollient
Bis-Palmitoyl Tromethamine,Bis-Palmitoyl Tromethamine,,Low risk,Low risk,Emollient,Bis-Palmitoyl Tromethamine is the organic compound,CosIng,0,1-100%,1-100%,1-50%,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,0.2,0.0,0.2,0.2,0.2,0.0,0.0,0.0,,,,,,,"SKIN CONDITIONING - EMOLLIENT, HUMECTANT, SKIN CONDITIONING, SKIN PROTECTING"
Bis-Peg/Ppg-14/14 Dimethicone,Bis-Peg/Ppg-14/14 Dimethicone,,Low risk,Low,Emollient,,CosIng Inventory,0,1-100%,1-100%,1-50%,,,,0.2,0.2,-0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.0,,0.0,,0.2,,0.0,,0.2,,0.2,,0.2,,0.0,,0.0,,0.0,,0.0,,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Emollient
Bis-Peg/Ppg-15/5 Dimethicone,Bis-Peg/Ppg-15/5 Dimethicone,,Low risk,Low risk,Emollient,,CosIng Inventory,0,1-100%,1-100%,1-50%,,,,0.0,1.0,-0.2,0.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.0,,0.0,,1.0,,0.0,,0.2,,0.2,,0.2,,0.0,,0.0,,0.0,,0.0,,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Emollient
Bis-Peg/Ppg-16/16 Peg/Ppg-16/16 Dimethicone,Bis-Peg/Ppg-16/16 Peg/Ppg-16/16 Dimethicone,,Low risk,Low risk,Emollient,,CosIng Inventory,0,1-100%,1-100%,1-50%,,,,0.0,1.0,-0.2,0.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.0,,0.0,,1.0,,0.0,,0.2,,0.2,,0.2,,0.0,,0.0,,0.0,,0.0,,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Emollient
Bis-Peg/Ppg-18/6 Dimethicone,Bis-Peg/Ppg-18/6 Dimethicone,,Low risk,Low risk,Emollient,,CosIng Inventory,0,1-100%,1-100%,1-50%,,,,0.0,1.0,-0.2,0.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.0,,0.0,,1.0,,0.0,,0.2,,0.2,,0.2,,0.0,,0.0,,0.0,,0.0,,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Emollient
Bis-Peg/Ppg-20/20 Dimethicone,Bis-Peg/Ppg-20/20 Dimethicone,,Low risk,Low,Emollient,,CosIng Inventory,0,1-100%,1-100%,1-50%,,,,0.2,0.2,-0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.0,,0.0,,0.2,,0.0,,0.2,,0.2,,0.2,,0.0,,0.0,,0.0,,0.0,,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Emollient
Bis-Peg/Ppg-20/5 Peg/Ppg-20/5 Dimethicone,Bis-Peg/Ppg-20/5 Peg/Ppg-20/5 Dimethicone,,Low risk,Low,Emollient,,CosIng Inventory,0,1-100%,1-100%,1-50%,,,,0.2,0.2,-0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.0,,0.0,,0.2,,0.0,,0.2,,0.2,,0.2,,0.0,,0.0,,0.0,,0.0,,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Emollient
Bis-Peg/Ppg-21/7 Dimethicone,Bis-Peg/Ppg-21/7 Dimethicone,,Low risk,Low risk,Emollient,,CosIng Inventory,0,1-100%,1-100%,1-50%,,,,0.0,1.0,-0.2,0.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.0,,0.0,,1.0,,0.0,,0.2,,0.2,,0.2,,0.0,,0.0,,0.0,,0.0,,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Emollient
Bis-Peg-1 Dimethicone/Ppg-26/Ipdi Copolymer,Bis-Peg-1 Dimethicone/Ppg-26/Ipdi Copolymer,,Low risk,Low risk,Emollient,,CosIng Inventory,0,1-100%,1-100%,1-50%,,,,0.0,0.2,-0.2,0.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.0,,0.0,,0.0,,0.0,,0.2,,0.2,,0.0,,0.0,,0.0,,0.0,,0.0,,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,"Emollient, Emulsifier"
Bis-Peg-1 Dimethicone,Bis-Peg-1 Dimethicone,,Low risk,Low risk,Texture Enhancer,"Silicones and siloxanes, dimethyl, hydropolyoxyethylene terminated (1 mol EO average molar ratio)",CosIng,0,0.5-5%,0.5-5%,0.5-2%,,,,0.0,0.0,0.0,0.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,"HAIR CONDITIONING, PLASTICISER, SKIN CONDITIONING, SURFACTANT - CLEANSING"
Bis-Peg-10 Dimethicone,Bis-Peg-10 Dimethicone,,Low risk,Low risk,Texture Enhancer,Bis-PEG-10 Dimethicone is Dimethicone end-blocked with an average of 10 moles of ethylene oxide.,CosIng,0,0.5-5%,0.5-5%,0.5-2%,,,,0.0,0.0,0.0,0.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,"HAIR CONDITIONING, PLASTICISER, SKIN CONDITIONING"
Bis-Peg-10 Dimethicone/Dimer Dilinoleate Copolymer,Bis-Peg-10 Dimethicone/Dimer Dilinoleate Copolymer,,Low risk,Low,Emollient,,CosIng Inventory,0,1-100%,1-100%,1-50%,,,,0.2,0.2,0.0,0.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.0,,0.0,,0.2,,0.0,,0.2,,0.2,,0.0,,0.0,,0.0,,0.0,,0.0,,0.2,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,,,,,,,"Emollient, Emulsifier"
Bis-Peg-12 Dimethicone,Bis-Peg-12 Dimethicone,,Low risk,Low risk,Emollient,Bis-PEG-12 Dimethicone is Dimethicone end-blocked with average of 12 moles of ethylene oxide,CosIng,0,1-100%,1-100%,1-50%,,,,0.0,1.0,-0.2,0.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.0,,0.0,,1.0,,0.0,,0.2,,0.2,,0.2,,0.0,,0.0,,0.0,,0.0,,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,"SKIN CONDITIONING - EMOLLIENT, HAIR CONDITIONING, SKIN CONDITIONING"
Bis-Peg-12 Dimethicone Beeswax,Bis-Peg-12 Dimethicone Beeswax,,Low risk,Low,Active,Bis-PEG-12 Dimethicone Beesvax is the partial ester of the fatty acids derived from beesvax and a derivative of Dimethicone end-blocked with average of 12 moles of ethylene oxide,CosIng,3,,,,,,,0.2,0.2,-1.0,0.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.0,,0.0,,0.0,,0.2,,0.2,,-0.2,,0.0,,0.2,,0.2,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Manual,,,"HAIR CONDITIONING, SKIN CONDITIONING"
Bis-Peg-12 Dimethicone Candelillate,Bis-Peg-12 Dimethicone Candelillate,,Low risk,Low,Active,Bis-PEG-12 Dimethicone Candelillate is the partial ester of the fatty acids derived from candelilla vax and a derivative of Dimethicone end-blocked with an average of 12 moles of ethylene oxide,CosIng,0,,,,,,,0.0,0.0,0.0,0.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-0.2,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Manual,,,"HAIR CONDITIONING, SKIN CONDITIONING"
Bis-Peg-15 Dimethicone/Ipdi Copolymer,Bis-Peg-15 Dimethicone/Ipdi Copolymer,,Low risk,Low,Emollient,,CosIng Inventory,0,1-100%,1-100%,1-50%,,,,0.2,0.2,0.0,0.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.0,,0.0,,0.2,,0.0,,0.2,,0.2,,0.0,,0.0,,0.0,,0.0,,0.0,,0.2,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,,,,,,,"Emollient, Emulsifier"
Bis-Peg-18 Disiloxane,Bis-Peg-18 Disiloxane,,Low risk,Low risk,Active,Bis-PEG-18 Disiloxane is Disiloxane end-blocked with an average of 18 moles of ethylene oxide.,CosIng,0,,,,,,,0.0,0.0,0.0,0.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Manual,,,"HAIR CONDITIONING, SKIN CONDITIONING, SURFACTANT - CLEANSING"
Bis-Peg-15 Methyl Ether Dimethicone,Bis-Peg-15 Methyl Ether Dimethicone,,Low risk,Low,Emulsifier,Bis-Peg-15 Methyl Ether Dimethicone is the methyl ether of a derivative of Dimethicone end-blocked with an average of 15 moles of ethylene oxide,CosIng,0,1-8%,1-8%,1-4%,,,,0.0,0.0,0.0,0.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-0.2,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,"SURFACTANT - EMULSIFYING, HAIR CONDITIONING, SKIN CONDITIONING, SURFACTANT - CLEANSING"
Bis-Peg-20 Dimethicone,Bis-Peg-20 Dimethicone,,Low risk,Low,Active,Definition: Bis-PEG-20 Dimethicone is the siloxane polymer that conforms generally to the formula:,CosIng,0,,,,,,,0.0,0.0,0.0,0.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-0.2,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Manual,,,"HAIR CONDITIONING, SKIN CONDITIONING"
Bis-Peg-18 Methyl Ether Dimethyl Silane,Bis-Peg-18 Methyl Ether Dimethyl Silane,,Low risk,Low risk,Emollient,Bis-Peg-18 Methyl Ether Dimethyl Silane is a dimethyl silane ethoxylated methyl diether containing an average of 36 moles of ethylene oxide,CosIng,0,1-100%,1-100%,1-50%,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,0.2,0.0,0.2,0.2,0.2,0.0,0.0,0.0,,,,,,,"SKIN CONDITIONING - EMOLLIENT, SURFACTANT - FOAM BOOSTING, HAIR CONDITIONING, HUMECTANT, SURFACTANT - HYDROTROPE, SKIN CONDITIONING, SURFACTANT - CLEANSING"
Bis-Peg-4 Dimethicone,Bis-Peg-4 Dimethicone,,Low risk,Low,Emollient,"Silicones and siloxanes, dimethyl, hydropolyoxyethylene terminated (4 mol EO average molar ratio)",CosIng,0,1-100%,1-100%,1-50%,,,,0.2,0.2,-0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.0,,0.0,,0.2,,0.0,,0.2,,0.2,,0.2,,0.0,,0.0,,0.0,,0.0,,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,"SKIN CONDITIONING - EMOLLIENT, HAIR CONDITIONING, SKIN CONDITIONING"
Bis-Peg-8 Dimethicone,Bis-Peg-8 Dimethicone,,Low risk,Low risk,Texture Enhancer,Bis-PEG-8 Dimethicone is Dimethicone end-blocked with an average of 8 moles of ethylene oxide.,CosIng,0,0.5-5%,0.5-5%,0.5-2%,,,,0.0,0.0,0.0,0.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,"HAIR CONDITIONING, PLASTICISER, SKIN CONDITIONING - MISCELLANEOUS"
